user_id,purchase_amount,user_monthly_spend,category_average_purchase,purchase_count_last_30_days,days_since_last_purchase,amount_to_monthly_spend_ratio,amount_to_category_average_ratio,is_anomaly
U0118,2222.77,77639.29,5280.94,9,19,0.0286,0.4209,0
U0217,108480.17,72653.5,2827.36,15,28,1.4931,38.3681,1
U0075,454.5,77709.04,5420.28,11,20,0.0058,0.0839,0
U0102,2478.34,54482.56,11061.61,9,20,0.0455,0.224,0
U0049,1632.06,61569.97,823.78,5,11,0.0265,1.9812,0
U0178,2749.02,24972.79,2569.96,6,19,0.1101,1.0697,0
U0007,1109.96,80817.63,5023.73,6,15,0.0137,0.2209,0
U0110,20650.39,70680.66,5565.53,7,32,0.2922,3.7104,1
U0104,2380.79,78087.64,8100.57,6,19,0.0305,0.2939,0
U0030,630.4,8586.34,1426.04,13,12,0.0734,0.4421,0
U0190,4262.26,69296.6,6504.17,7,10,0.0615,0.6553,0
U0248,1622.13,75241.05,6488.02,10,0,0.0216,0.25,0
U0101,125419.98,38632.49,4988.26,8,16,3.2465,25.143,1
U0080,1918.57,42922.07,11565.06,9,12,0.0447,0.1659,0
U0142,787.0,36759.84,6933.91,13,20,0.0214,0.1135,0
U0032,48359.42,64584.96,12481.01,6,35,0.7488,3.8746,1
U0076,718.71,9273.88,8915.73,11,12,0.0775,0.0806,0
U0038,636.34,48518.75,2459.46,5,11,0.0131,0.2587,0
U0062,1617.17,22263.99,9832.07,9,16,0.0726,0.1645,0
U0126,860.25,26623.67,7661.27,11,15,0.0323,0.1123,0
U0069,1805.94,80813.17,2315.52,12,3,0.0223,0.7799,0
U0110,2890.31,35029.89,5987.35,7,8,0.0825,0.4827,0
U0212,913.69,78448.23,4176.53,7,3,0.0116,0.2188,0
U0156,805.88,8512.31,3834.39,12,14,0.0947,0.2102,0
U0020,692.16,83973.96,10203.41,8,11,0.0082,0.0678,0
U0142,999.29,39736.98,4511.33,6,14,0.0251,0.2215,0
U0241,1163.41,77073.98,4737.22,13,11,0.0151,0.2456,0
U0172,1546.55,10235.93,1765.01,8,17,0.1511,0.8762,0
U0177,148063.76,17501.36,2651.55,2,1,8.4601,55.8405,1
U0039,616.24,63487.54,10188.59,15,12,0.0097,0.0605,0
U0226,1446.22,24791.75,2415.2,7,15,0.0583,0.5988,0
U0138,3325.15,34134.38,8056.02,9,17,0.0974,0.4128,0
U0243,3934.39,30659.1,1430.88,9,18,0.1283,2.7496,0
U0081,2423.14,85276.61,1160.87,4,1,0.0284,2.0874,0
U0012,872.24,56021.81,6249.94,10,7,0.0156,0.1396,0
U0081,1355.58,64779.06,949.62,11,3,0.0209,1.4275,0
U0143,1117.6,21020.85,925.05,8,12,0.0532,1.2081,0
U0163,1487.65,41960.68,10136.44,8,13,0.0355,0.1468,0
U0084,998.66,80723.58,6922.5,11,8,0.0124,0.1443,0
U0072,858.68,33619.37,10425.38,14,19,0.0255,0.0824,0
U0230,1041.92,87319.47,2438.1,9,14,0.0119,0.4273,0
U0146,120177.87,39411.39,8733.7,5,7,3.0493,13.7603,1
U0123,837.21,21036.05,2733.94,13,0,0.0398,0.3062,0
U0134,4148.77,38125.58,7731.26,14,10,0.1088,0.5366,0
U0024,1060.06,75725.99,2370.98,7,16,0.014,0.4471,0
U0117,2286.1,75905.65,11860.73,10,18,0.0301,0.1927,0
U0200,1398.65,35861.42,5686.78,14,9,0.039,0.2459,0
U0139,533.0,26247.36,2924.2,8,0,0.0203,0.1823,0
U0014,371.84,40663.56,7758.61,11,5,0.0091,0.0479,0
U0103,1853.17,15922.44,9336.53,6,14,0.1164,0.1985,0
U0140,2346.32,18470.39,8445.06,11,9,0.127,0.2778,0
U0172,1994.94,50472.06,984.79,9,15,0.0395,2.0258,0
U0035,517.99,38077.89,6022.29,11,15,0.0136,0.086,0
U0036,1250.28,76853.6,8588.64,10,19,0.0163,0.1456,0
U0184,665.04,33033.48,4272.37,12,11,0.0201,0.1557,0
U0248,117132.91,95869.18,5956.13,7,27,1.2218,19.6659,1
U0195,645.4,63574.45,3329.85,9,1,0.0102,0.1938,0
U0094,1164.63,52964.43,5869.93,14,7,0.022,0.1984,0
U0134,728.85,66378.3,6603.9,10,14,0.011,0.1104,0
U0135,365.76,47933.29,923.47,11,11,0.0076,0.3961,0
U0017,1115.33,63325.81,4009.23,8,3,0.0176,0.2782,0
U0193,12601.48,68516.5,7706.71,7,3,0.1839,1.6351,0
U0172,430.42,76673.46,7634.49,8,2,0.0056,0.0564,0
U0074,222.98,42179.45,5444.32,12,2,0.0053,0.041,0
U0019,732.69,25944.04,3029.69,10,4,0.0282,0.2418,0
U0166,1940.0,30111.38,2454.32,15,2,0.0644,0.7904,0
U0233,2231.34,20982.1,9550.23,8,8,0.1063,0.2336,0
U0215,1087.28,45799.89,7061.73,7,19,0.0237,0.154,0
U0042,1132.43,83994.02,9217.77,12,17,0.0135,0.1229,0
U0133,3325.44,18418.15,4997.7,6,18,0.1806,0.6654,0
U0178,1416.27,85987.17,1129.87,8,10,0.0165,1.2535,0
U0139,1399.4,31200.69,6627.78,6,19,0.0449,0.2111,0
U0017,1348.22,37871.97,2303.5,10,8,0.0356,0.5853,0
U0174,3478.34,48863.23,1481.91,13,11,0.0712,2.3472,0
U0185,1160.36,65073.29,3499.18,5,5,0.0178,0.3316,0
U0228,1503.32,25767.86,5969.75,9,20,0.0583,0.2518,0
U0045,167392.67,66711.54,3682.45,7,15,2.5092,45.4568,1
U0063,1783.65,24080.25,6023.26,6,20,0.0741,0.2961,0
U0211,145021.69,33909.22,7773.96,4,37,4.2768,18.6548,1
U0230,1537.75,26397.56,4335.39,11,13,0.0583,0.3547,0
U0028,554.38,84441.84,7978.45,14,2,0.0066,0.0695,0
U0237,1461.34,8668.68,9555.19,10,0,0.1686,0.1529,0
U0035,1477.82,77774.11,8093.51,8,18,0.019,0.1826,0
U0179,1049.5,61485.51,2547.1,13,12,0.0171,0.412,0
U0206,3623.5,85308.06,11362.21,7,4,0.0425,0.3189,0
U0018,974.89,23258.83,8629.54,14,3,0.0419,0.113,0
U0138,872.19,46182.8,11902.01,16,9,0.0189,0.0733,0
U0055,889.19,41719.38,4195.53,11,19,0.0213,0.2119,0
U0211,1723.87,71048.52,5674.27,10,7,0.0243,0.3038,0
U0080,1701.71,62268.15,10962.78,8,5,0.0273,0.1552,0
U0200,681.64,37571.12,3309.59,16,7,0.0181,0.206,0
U0075,1276.68,9609.18,11310.23,19,0,0.1329,0.1129,0
U0202,1991.23,49922.03,11847.65,7,19,0.0399,0.1681,0
U0178,914.7,9787.31,9827.07,9,9,0.0935,0.0931,0
U0216,711.22,81018.69,7529.36,18,19,0.0088,0.0945,0
U0078,220168.62,27504.39,12449.37,6,12,8.0049,17.6851,1
U0076,37982.87,59510.41,3899.04,5,41,0.6383,9.7416,1
U0063,2126.06,61395.48,2872.63,14,20,0.0346,0.7401,0
U0164,1175.79,72545.34,11253.89,14,13,0.0162,0.1045,0
U0028,932.98,42303.65,7623.3,13,7,0.0221,0.1224,0
U0092,1211.33,12241.22,2524.96,10,19,0.099,0.4797,0
U0132,971.66,84389.54,8841.34,11,8,0.0115,0.1099,0
U0096,816.68,65959.04,6565.08,12,5,0.0124,0.1244,0
U0161,677.67,43487.98,9616.54,15,8,0.0156,0.0705,0
U0236,1954.79,15543.64,8605.08,10,15,0.1258,0.2272,0
U0238,2081.3,59578.77,3387.35,8,19,0.0349,0.6144,0
U0047,570.22,82826.64,8944.86,8,12,0.0069,0.0637,0
U0096,1336.79,31362.14,3961.31,9,0,0.0426,0.3375,0
U0026,444.37,14055.41,3795.42,9,4,0.0316,0.1171,0
U0108,1115.23,74844.13,6018.29,13,7,0.0149,0.1853,0
U0040,2954.31,36971.92,2147.71,10,6,0.0799,1.3756,0
U0186,361.16,9582.06,8671.73,7,15,0.0377,0.0416,0
U0017,657.44,78209.1,2831.28,8,10,0.0084,0.2322,0
U0232,1793.78,75162.86,6971.44,6,6,0.0239,0.2573,0
U0035,924.07,28756.68,8430.42,10,1,0.0321,0.1096,0
U0052,512.64,63278.6,1812.04,11,0,0.0081,0.2829,0
U0015,1073.25,35321.58,1972.66,12,15,0.0304,0.5441,0
U0122,1525.71,8151.23,10552.37,6,7,0.1872,0.1446,0
U0194,1977.22,57143.21,3299.18,15,18,0.0346,0.5993,0
U0197,489.87,24653.78,11363.63,17,5,0.0199,0.0431,0
U0106,1357.86,24981.74,4393.06,16,9,0.0544,0.3091,0
U0063,2850.46,83423.83,10104.99,9,15,0.0342,0.2821,0
U0238,1410.89,27357.47,10984.61,12,17,0.0516,0.1284,0
U0078,2347.4,73568.18,3445.5,10,18,0.0319,0.6813,0
U0120,1310.87,85526.83,860.53,15,3,0.0153,1.5233,0
U0007,79587.88,73928.15,11010.41,8,7,1.0766,7.2284,1
U0006,1089.57,63008.05,11453.11,13,14,0.0173,0.0951,0
U0103,1305.65,79263.62,1447.95,17,15,0.0165,0.9017,0
U0219,714.92,83568.13,8691.71,8,8,0.0086,0.0823,0
U0065,1955.52,21902.59,11398.08,7,9,0.0893,0.1716,0
U0109,721.3,30988.03,7582.36,12,10,0.0233,0.0951,0
U0062,782.22,83431.63,6202.5,9,13,0.0094,0.1261,0
U0172,180427.6,17562.83,12759.4,8,32,10.2733,14.1408,1
U0050,865.8,48664.07,4882.24,11,5,0.0178,0.1773,0
U0020,657.08,10050.57,7151.14,14,11,0.0654,0.0919,0
U0219,58412.47,91581.47,10115.44,14,42,0.6378,5.7746,1
U0012,1981.75,83713.92,6217.68,7,13,0.0237,0.3187,0
U0174,1870.98,63323.12,3989.99,10,17,0.0295,0.4689,0
U0238,3590.6,74993.01,6425.91,6,18,0.0479,0.5588,0
U0029,1480.57,46946.7,4403.89,9,2,0.0315,0.3362,0
U0059,1849.45,43746.66,1867.86,17,20,0.0423,0.9901,0
U0053,2934.31,47834.57,11369.65,7,11,0.0613,0.2581,0
U0069,2762.27,34944.0,4071.65,15,0,0.079,0.6784,0
U0066,531.25,79301.21,933.32,11,16,0.0067,0.5692,0
U0161,3102.87,22871.34,3331.52,9,9,0.1357,0.9314,0
U0153,1588.35,68328.43,3242.09,8,0,0.0232,0.4899,0
U0188,1007.1,31781.53,6783.8,11,16,0.0317,0.1485,0
U0088,1324.07,64043.8,7046.67,3,18,0.0207,0.1879,0
U0232,1661.44,38731.57,10191.53,11,12,0.0429,0.163,0
U0005,1123.54,22478.61,3230.51,7,3,0.05,0.3478,0
U0190,832.38,73753.06,1127.0,16,19,0.0113,0.7386,0
U0080,1851.26,61144.23,9728.25,10,17,0.0303,0.1903,0
U0231,1872.07,48705.68,11176.88,13,2,0.0384,0.1675,0
U0003,2814.72,59609.24,3649.88,10,10,0.0472,0.7712,0
U0105,1757.86,80742.96,10035.26,7,6,0.0218,0.1752,0
U0238,4545.8,11706.54,2133.4,11,19,0.3883,2.1308,0
U0249,565.82,19127.31,4642.6,9,6,0.0296,0.1219,0
U0020,1234.64,19359.62,2415.62,9,20,0.0638,0.5111,0
U0089,963.67,8008.59,9311.96,15,18,0.1203,0.1035,0
U0148,591.12,18418.36,2949.1,10,6,0.0321,0.2004,0
U0080,1770.69,58646.3,8695.56,13,18,0.0302,0.2036,0
U0113,888.71,50680.87,5356.7,7,7,0.0175,0.1659,0
U0112,1635.08,78712.6,2339.44,9,1,0.0208,0.6989,0
U0174,1808.92,15331.68,10611.72,11,8,0.118,0.1705,0
U0204,1328.86,85219.66,7060.2,8,20,0.0156,0.1882,0
U0074,1397.12,13035.22,519.59,16,2,0.1072,2.6889,0
U0076,2804.38,76264.38,5930.67,10,1,0.0368,0.4729,0
U0054,402.97,52273.07,3032.48,5,2,0.0077,0.1329,0
U0021,2789.19,26007.78,9771.98,12,2,0.1072,0.2854,0
U0131,1127.46,72655.87,7935.14,12,18,0.0155,0.1421,0
U0014,918.41,72421.42,9305.93,11,2,0.0127,0.0987,0
U0014,2020.25,10221.21,8323.53,11,5,0.1977,0.2427,0
U0169,3015.5,49490.47,10670.1,12,11,0.0609,0.2826,0
U0226,2025.23,37011.41,4862.87,9,5,0.0547,0.4165,0
U0231,5257.85,69810.43,10596.21,13,18,0.0753,0.4962,0
U0116,1961.14,76543.39,7214.81,10,5,0.0256,0.2718,0
U0052,366.79,62720.75,6818.69,16,6,0.0058,0.0538,0
U0208,673.1,9963.04,2245.86,14,18,0.0676,0.2997,0
U0117,849.15,56515.56,5181.77,11,1,0.015,0.1639,0
U0172,502.95,15928.61,9769.34,7,9,0.0316,0.0515,0
U0159,1118.82,9822.95,3652.57,10,7,0.1139,0.3063,0
U0071,507.21,68045.97,8676.0,16,16,0.0075,0.0585,0
U0116,902.95,37668.99,660.07,11,10,0.024,1.3679,0
U0076,651.48,16121.24,3093.18,9,13,0.0404,0.2106,0
U0186,3251.03,49498.51,3417.67,10,15,0.0657,0.9512,0
U0135,1195.07,77512.11,2963.5,10,12,0.0154,0.4033,0
U0194,679.58,89358.42,10736.63,13,1,0.0076,0.0633,0
U0182,1373.17,44769.5,9675.14,16,10,0.0307,0.1419,0
U0243,640.03,39914.23,11079.17,11,0,0.016,0.0578,0
U0064,1487.26,52046.6,5684.31,16,18,0.0286,0.2616,0
U0242,653.76,85684.63,10115.03,8,2,0.0076,0.0646,0
U0011,905.31,29647.02,5551.94,11,15,0.0305,0.1631,0
U0170,112496.26,98787.59,12431.87,5,13,1.1388,9.049,1
U0019,1412.35,17437.79,6862.46,17,6,0.081,0.2058,0
U0107,1479.61,11141.03,7897.92,7,9,0.1328,0.1873,0
U0069,1187.67,61483.63,10643.38,14,6,0.0193,0.1116,0
U0041,226421.55,27452.78,4010.49,7,38,8.2477,56.4573,1
U0038,749.59,20186.38,10837.67,9,2,0.0371,0.0692,0
U0143,1153.41,33286.09,6392.31,9,3,0.0347,0.1804,0
U0010,71163.4,95833.72,14286.2,6,7,0.7426,4.9813,1
U0185,832.88,44209.35,9537.4,10,13,0.0188,0.0873,0
U0231,1114.84,58165.94,1120.67,15,4,0.0192,0.9948,0
U0026,2430.95,76906.86,602.04,14,4,0.0316,4.0378,0
U0145,472.83,70205.68,8118.74,11,9,0.0067,0.0582,0
U0025,515.18,35494.32,943.99,8,7,0.0145,0.5457,0
U0021,699.26,45733.57,4822.83,11,10,0.0153,0.145,0
U0038,1129.2,21207.52,9697.55,9,11,0.0532,0.1164,0
U0182,2139.91,32264.72,9112.9,11,11,0.0663,0.2348,0
U0128,212662.09,53341.01,6766.45,6,8,3.9868,31.4289,1
U0228,981.48,28307.19,2072.7,10,4,0.0347,0.4735,0
U0022,1070.82,67581.73,3449.98,9,18,0.0158,0.3104,0
U0091,356.87,18801.1,907.37,13,18,0.019,0.3933,0
U0007,2289.41,16815.64,560.82,7,1,0.1361,4.0822,0
U0213,2012.07,27168.02,4300.78,12,19,0.0741,0.4678,0
U0155,520.13,41517.63,11037.42,8,3,0.0125,0.0471,0
U0243,403.85,48691.19,2786.56,11,10,0.0083,0.1449,0
U0007,1203.3,70360.45,7048.95,9,15,0.0171,0.1707,0
U0190,661.91,78980.67,9857.94,9,8,0.0084,0.0671,0
U0061,4289.06,62749.47,5101.6,15,20,0.0684,0.8407,0
U0147,899.23,78198.45,2889.95,9,0,0.0115,0.3112,0
U0096,1958.47,18891.34,6701.55,12,18,0.1037,0.2922,0
U0069,2190.97,60856.64,695.13,12,17,0.036,3.1519,0
U0172,1738.23,87967.36,5828.03,12,18,0.0198,0.2983,0
U0127,100896.9,70217.46,14944.08,7,44,1.4369,6.7516,1
U0229,439.35,87659.48,10835.89,17,10,0.005,0.0405,0
U0171,1555.4,15540.85,1705.96,9,20,0.1001,0.9117,0
U0159,1621.81,41379.64,8148.8,6,13,0.0392,0.199,0
U0171,1956.99,29420.93,10292.83,5,5,0.0665,0.1901,0
U0129,491.43,47066.69,10114.03,6,1,0.0104,0.0486,0
U0003,1892.57,61931.6,4134.34,10,16,0.0306,0.4578,0
U0151,3163.32,18647.67,3084.8,5,9,0.1696,1.0255,0
U0033,969.86,50667.28,8970.65,10,2,0.0191,0.1081,0
U0147,32710.95,85318.09,10532.63,6,12,0.3834,3.1057,1
U0222,1115.54,28618.88,4881.57,9,16,0.039,0.2285,0
U0206,1299.64,24389.51,1450.68,10,8,0.0533,0.8959,0
U0166,1965.19,66487.65,10610.93,11,20,0.0296,0.1852,0
U0106,1419.54,26564.16,5185.89,7,13,0.0534,0.2737,0
U0020,518.15,31364.03,9379.61,14,2,0.0165,0.0552,0
U0192,726.2,21566.3,10768.4,11,9,0.0337,0.0674,0
U0021,2226.14,51126.38,6833.42,10,3,0.0435,0.3258,0
U0112,1166.7,85539.97,3605.76,6,13,0.0136,0.3236,0
U0071,57255.44,84546.09,9264.27,8,26,0.6772,6.1802,1
U0222,1109.82,77487.65,2143.17,8,1,0.0143,0.5178,0
U0029,2206.43,50353.07,2226.47,11,0,0.0438,0.991,0
U0222,4119.21,86062.07,1681.08,6,17,0.0479,2.4503,0
U0182,460.06,63251.45,7770.3,10,15,0.0073,0.0592,0
U0023,1092.06,57711.99,7213.9,10,0,0.0189,0.1514,0
U0016,935.82,57842.2,6638.0,11,0,0.0162,0.141,0
U0162,43521.94,87989.96,1269.46,7,0,0.4946,34.2838,1
U0105,2178.42,57206.23,6275.95,19,13,0.0381,0.3471,0
U0057,957.28,45596.15,5992.51,11,14,0.021,0.1597,0
U0213,2359.37,64664.09,5357.07,10,17,0.0365,0.4404,0
U0158,1425.61,12889.97,3693.46,5,11,0.1106,0.386,0
U0006,295.18,23692.63,5401.55,11,8,0.0125,0.0546,0
U0069,2213.24,27394.51,11957.77,11,17,0.0808,0.1851,0
U0011,5629.23,43736.92,6606.07,7,1,0.1287,0.8521,0
U0212,755.5,43926.78,4701.53,11,8,0.0172,0.1607,0
U0112,1682.2,39643.0,4626.6,5,5,0.0424,0.3636,0
U0026,963.57,58837.84,2673.07,13,6,0.0164,0.3605,0
U0168,1200.79,20513.47,7054.51,8,8,0.0585,0.1702,0
U0249,2906.58,89141.24,7140.59,10,20,0.0326,0.4071,0
U0064,526.31,39847.44,4074.93,13,19,0.0132,0.1292,0
U0036,3464.7,80193.87,1957.98,9,11,0.0432,1.7695,0
U0156,384.43,24924.78,2660.82,10,2,0.0154,0.1445,0
U0179,1358.41,35319.99,8480.85,9,19,0.0385,0.1602,0
U0215,1306.2,62969.0,7637.51,10,10,0.0207,0.171,0
U0107,2597.3,29809.87,11347.7,11,13,0.0871,0.2289,0
U0205,48673.94,21994.98,10388.3,7,44,2.213,4.6855,1
U0069,1237.9,59123.48,2650.52,1,2,0.0209,0.467,0
U0248,2392.21,84459.78,6086.71,8,18,0.0283,0.393,0
U0032,2388.68,80917.9,4364.84,6,16,0.0295,0.5473,0
U0093,757.53,37018.89,2400.14,9,16,0.0205,0.3156,0
U0017,2430.03,28937.03,5064.62,11,8,0.084,0.4798,0
U0087,36692.99,54668.39,4782.69,6,4,0.6712,7.672,1
U0232,937.59,23742.31,8518.7,7,15,0.0395,0.1101,0
U0212,1825.53,52841.52,5942.65,14,20,0.0345,0.3072,0
U0120,1937.91,23035.13,6978.89,11,16,0.0841,0.2777,0
U0075,747.08,44367.55,3355.82,9,11,0.0168,0.2226,0
U0107,66595.23,98645.76,1266.38,6,9,0.6751,52.5869,1
U0198,1931.23,83183.82,7948.62,8,11,0.0232,0.243,0
U0098,1000.06,25708.67,11207.57,12,11,0.0389,0.0892,0
U0171,1071.2,16831.45,1451.35,7,5,0.0636,0.7381,0
U0061,1489.66,53173.21,838.99,10,19,0.028,1.7755,0
U0033,3226.99,89487.24,1026.08,17,18,0.0361,3.145,0
U0167,54404.69,70632.89,13468.13,13,27,0.7702,4.0395,1
U0084,462.66,23733.29,3810.51,14,14,0.0195,0.1214,0
U0088,965.28,25689.85,11808.85,7,11,0.0376,0.0817,0
U0109,1380.24,71122.66,6522.57,13,14,0.0194,0.2116,0
U0061,1482.52,71636.3,6002.41,9,16,0.0207,0.247,0
U0056,959.39,34669.0,11548.66,10,3,0.0277,0.0831,0
U0093,725.7,75225.37,9615.66,10,8,0.0096,0.0755,0
U0102,940.72,42504.21,3644.9,6,15,0.0221,0.2581,0
U0198,1038.35,29043.17,10739.79,5,3,0.0358,0.0967,0
U0021,691.3,9395.25,3229.13,11,5,0.0736,0.2141,0
U0137,1326.14,84373.17,2350.81,12,3,0.0157,0.5641,0
U0196,422.53,49768.64,1905.0,14,6,0.0085,0.2218,0
U0141,3576.07,37921.07,4511.33,7,14,0.0943,0.7927,0
U0105,66972.94,22150.49,10132.92,4,20,3.0235,6.6094,1
U0207,889.37,51050.42,8122.77,9,3,0.0174,0.1095,0
U0243,972.59,14007.84,11127.34,10,3,0.0694,0.0874,0
U0006,51655.53,46629.9,3080.26,7,15,1.1078,16.7699,1
U0181,729.91,27423.05,8967.82,8,10,0.0266,0.0814,0
U0194,1224.74,70154.77,4264.12,10,17,0.0175,0.2872,0
U0095,4054.18,19800.7,2381.9,10,16,0.2047,1.7021,0
U0027,909.18,48471.06,8096.46,7,8,0.0188,0.1123,0
U0130,776.7,37704.27,1009.82,9,0,0.0206,0.7691,0
U0234,1487.99,49807.05,5952.16,5,15,0.0299,0.25,0
U0088,874.08,87765.48,4571.54,8,18,0.01,0.1912,0
U0126,1976.68,68855.84,3972.13,14,11,0.0287,0.4976,0
U0027,964.09,63435.87,2768.2,14,17,0.0152,0.3483,0
U0194,685.8,87705.49,2624.89,9,17,0.0078,0.2613,0
U0003,653.38,78894.4,4313.14,7,4,0.0083,0.1515,0
U0039,138535.52,96462.6,1755.16,9,20,1.4362,78.9306,1
U0120,1741.89,60899.37,6467.44,7,2,0.0286,0.2693,0
U0221,1272.75,71124.06,3579.77,11,6,0.0179,0.3555,0
U0235,63879.14,88749.74,8647.68,9,43,0.7198,7.3869,1
U0096,468.25,69176.01,8546.2,12,3,0.0068,0.0548,0
U0194,1350.06,35679.98,1515.09,13,10,0.0378,0.8911,0
U0011,1762.38,81664.95,8004.56,6,16,0.0216,0.2202,0
U0127,3713.08,70019.06,1347.16,13,18,0.053,2.7562,0
U0160,865.95,48592.5,896.61,11,13,0.0178,0.9658,0
U0063,2517.06,14884.03,4774.68,11,4,0.1691,0.5272,0
U0045,442.2,29061.69,10826.8,6,11,0.0152,0.0408,0
U0041,854.29,14710.85,1531.77,6,10,0.0581,0.5577,0
U0004,1774.74,17628.12,11235.57,13,17,0.1007,0.158,0
U0045,1375.2,42951.95,547.12,8,6,0.032,2.5135,0
U0016,21811.44,95630.75,994.68,9,39,0.2281,21.9281,1
U0119,1767.7,53496.49,9324.18,5,3,0.033,0.1896,0
U0179,1190.36,9972.52,3066.25,8,12,0.1194,0.3882,0
U0165,1775.74,63011.51,11772.07,10,16,0.0282,0.1508,0
U0101,2452.06,62697.81,8878.53,6,11,0.0391,0.2762,0
U0198,7142.4,38078.26,5101.94,16,8,0.1876,1.3999,0
U0179,512.68,27028.44,4559.13,8,9,0.019,0.1125,0
U0069,519.69,72026.86,4421.95,13,5,0.0072,0.1175,0
U0123,1031.13,15038.14,5856.7,4,7,0.0686,0.1761,0
U0230,1533.85,88340.23,3613.9,8,20,0.0174,0.4244,0
U0072,3165.79,89523.4,11671.0,13,5,0.0354,0.2713,0
U0237,27780.6,48834.14,3241.98,7,21,0.5689,8.569,1
U0190,98798.54,51453.61,6864.23,12,6,1.9201,14.3932,1
U0172,187.3,56246.01,11822.08,11,12,0.0033,0.0158,0
U0151,1162.13,24153.63,4633.38,11,7,0.0481,0.2508,0
U0124,1636.86,33089.9,8969.44,7,3,0.0495,0.1825,0
U0242,1998.45,89124.22,4019.68,10,19,0.0224,0.4972,0
U0074,1908.54,45881.27,4143.71,12,4,0.0416,0.4606,0
U0169,981.02,21752.13,5631.78,8,18,0.0451,0.1742,0
U0131,181144.75,80738.27,7341.24,4,27,2.2436,24.675,1
U0145,1094.15,34210.59,6937.95,8,7,0.032,0.1577,0
U0162,4910.7,69233.1,2153.05,11,16,0.0709,2.2808,0
U0021,1305.13,68893.85,10389.66,5,7,0.0189,0.1256,0
U0183,134549.23,96310.77,11692.8,7,17,1.397,11.507,1
U0039,608.18,75456.25,5343.47,9,5,0.0081,0.1138,0
U0177,131523.84,95980.98,6825.62,9,30,1.3703,19.2691,1
U0005,2636.39,27548.23,2894.15,4,9,0.0957,0.9109,0
U0194,58571.83,41348.58,7512.63,7,0,1.4165,7.7965,1
U0164,1416.72,68136.88,1473.94,6,9,0.0208,0.9612,0
U0157,2847.37,83516.36,505.72,11,0,0.0341,5.6303,0
U0206,948.46,67186.14,5157.96,8,3,0.0141,0.1839,0
U0218,1541.22,35277.28,8228.72,14,20,0.0437,0.1873,0
U0192,1649.42,55524.76,11021.44,6,7,0.0297,0.1497,0
U0048,2203.41,54535.54,6132.37,7,1,0.0404,0.3593,0
U0240,2169.89,31580.24,11724.27,12,12,0.0687,0.1851,0
U0096,323.21,19760.11,3405.74,7,15,0.0164,0.0949,0
U0053,1103.92,54941.14,11406.15,9,13,0.0201,0.0968,0
U0050,925.27,11871.08,4574.57,7,0,0.0779,0.2023,0
U0105,2955.21,29408.34,11267.66,12,2,0.1005,0.2623,0
U0003,826.31,39175.24,589.13,7,18,0.0211,1.4026,0
U0098,1228.99,8403.15,967.8,13,13,0.1463,1.2699,0
U0014,960.82,59765.98,3437.8,9,16,0.0161,0.2795,0
U0123,1817.06,70137.07,6718.55,17,4,0.0259,0.2705,0
U0097,66754.83,82055.68,7399.25,8,2,0.8135,9.0218,1
U0223,1954.11,54267.49,2897.15,14,9,0.036,0.6745,0
U0110,2583.35,10259.63,9346.98,10,1,0.2518,0.2764,0
U0015,2539.73,72420.28,5912.76,9,4,0.0351,0.4295,0
U0127,2674.37,46553.75,3961.47,9,2,0.0574,0.6751,0
U0129,955.03,63112.27,10732.28,13,2,0.0151,0.089,0
U0138,1594.02,32028.77,5808.71,12,3,0.0498,0.2744,0
U0042,44882.11,28528.4,7539.28,8,20,1.5732,5.9531,1
U0077,768.56,80903.48,1992.53,11,12,0.0095,0.3857,0
U0135,1538.75,8450.29,11900.02,2,5,0.1821,0.1293,0
U0140,1377.84,11327.53,4101.35,10,13,0.1216,0.3359,0
U0077,1516.82,49947.99,11215.59,9,18,0.0304,0.1352,0
U0184,608.43,69820.91,2974.72,8,19,0.0087,0.2045,0
U0115,1276.1,33071.36,3712.14,14,20,0.0386,0.3438,0
U0023,828.2,23739.43,2170.96,7,11,0.0349,0.3815,0
U0233,863.56,30895.12,9281.33,10,13,0.028,0.093,0
U0232,1621.34,25401.38,6254.83,12,12,0.0638,0.2592,0
U0009,42713.55,98564.85,2250.38,11,25,0.4334,18.9806,1
U0037,2763.58,69829.65,6296.36,6,13,0.0396,0.4389,0
U0138,105817.46,43010.81,5697.42,7,29,2.4603,18.5729,1
U0025,732.54,86735.25,9597.9,5,9,0.0084,0.0763,0
U0057,2095.59,74581.57,8257.94,10,7,0.0281,0.2538,0
U0233,686.63,40644.07,7229.82,13,5,0.0169,0.095,0
U0129,722.01,85701.69,5377.29,8,8,0.0084,0.1343,0
U0034,1660.68,62533.95,10423.57,14,3,0.0266,0.1593,0
U0194,721.15,28772.11,2355.16,10,16,0.0251,0.3062,0
U0028,2504.08,89720.29,4238.54,6,12,0.0279,0.5908,0
U0022,1196.21,44169.13,9452.1,9,3,0.0271,0.1266,0
U0189,508.02,77965.99,4294.22,14,11,0.0065,0.1183,0
U0105,1006.61,48219.78,10448.42,13,4,0.0209,0.0963,0
U0249,543.95,61108.71,1650.93,13,4,0.0089,0.3295,0
U0013,990.62,25470.65,7788.45,3,15,0.0389,0.1272,0
U0119,179362.96,59526.39,3134.29,10,43,3.0132,57.226,1
U0067,740.85,12197.88,6217.9,8,4,0.0607,0.1191,0
