user_id,month_index,previous_month_spend,spend_2_months_ago,spend_3_months_ago,avg_3_month_spend,purchase_count,avg_purchase_amount,online_purchase_ratio,electronics_spend,fashion_spend,food_spend,home_spend,other_spend,next_month_spend
U0207,24,4313.89,4222.25,4329.49,4288.54,14,341.94,0.311,245.05,193.1,1299.06,594.08,1982.6,2775.78
U0092,23,14315.41,14962.38,15871.28,15049.69,9,1449.92,0.495,3213.09,4363.46,2653.89,3569.75,515.22,14097.4
U0225,13,9078.53,9658.62,10247.52,9661.56,13,690.68,0.6,1212.82,2397.93,700.82,3489.98,1276.98,8380.92
U0189,11,10682.83,10925.54,12425.82,11344.73,8,1433.64,0.657,3105.45,1700.02,3649.1,1013.2,1215.05,9147.44
U0068,6,6419.11,6214.94,6616.76,6416.93,11,506.6,0.697,595.13,1183.52,3315.34,484.12,841.01,5390.36
U0169,5,17616.5,17060.76,15666.63,16781.3,12,1522.92,0.523,2279.51,6915.66,3487.08,539.8,4394.45,10653.73
U0124,9,13788.15,13626.17,14021.44,13811.92,16,739.99,0.369,3714.53,1153.49,3328.99,3457.89,2133.25,13179.78
U0103,7,20323.54,20516.73,19739.23,20193.16,13,1382.2,0.466,6785.72,1340.83,4087.75,403.23,7706.01,21394.26
U0023,8,13397.36,15440.45,14059.62,14299.14,13,1020.77,0.544,2354.3,2622.01,222.74,814.86,7383.44,10436.31
U0036,22,5111.52,5189.7,5459.38,5253.53,11,450.99,0.844,196.98,466.62,783.7,3514.18,150.04,3904.33
U0074,4,6280.61,6601.28,6581.1,6487.66,9,631.93,0.519,490.77,931.6,2253.39,937.22,1667.63,4729.88
U0008,9,8507.96,8545.59,7645.72,8233.09,9,916.54,0.402,1596.26,1331.55,1332.14,1785.26,2462.74,6770.0
U0055,18,3237.62,3409.66,3566.1,3404.46,9,398.29,0.434,643.82,931.37,56.01,783.12,823.3,3115.1
U0238,23,8002.12,7784.82,6748.86,7511.93,10,788.81,0.695,746.79,1950.59,384.31,1674.3,3246.13,7015.26
U0003,24,11303.6,10812.74,11713.07,11276.47,5,2060.85,0.734,2457.13,1422.49,3243.02,1895.53,2285.43,8741.43
U0119,10,3090.69,3040.3,3085.56,3072.18,11,285.66,0.616,738.73,172.71,1614.46,389.71,175.09,2059.76
U0169,24,21731.81,22030.33,20696.46,21486.2,7,3099.3,0.653,2594.72,582.24,4619.79,8227.46,5707.6,18265.34
U0082,9,28513.46,32187.25,29646.67,30115.79,6,4649.93,0.794,11398.03,2636.04,3198.52,2160.99,9119.89,23304.42
U0089,19,9968.66,9773.12,9986.04,9909.27,9,959.02,0.351,2799.73,196.08,1371.7,4213.81,1387.34,9864.39
U0058,12,23573.05,25026.49,23107.39,23902.31,8,3082.32,0.395,3491.21,4555.06,10405.7,1395.95,3725.13,18942.31
U0071,21,18289.76,19911.33,18898.94,19033.34,14,1344.41,0.547,2470.08,1399.59,7253.2,6413.43,753.45,16624.29
U0133,23,15549.44,15270.6,15531.74,15450.59,9,1532.91,0.635,3236.99,429.79,161.29,1672.65,10048.72,15189.88
U0235,16,16278.82,16871.38,16170.71,16440.3,13,1151.39,0.343,1316.19,5598.87,1585.83,3972.21,3805.72,13337.08
U0203,16,9421.63,9503.79,10943.78,9956.4,10,904.73,0.45,1273.38,2753.93,2182.05,891.92,2320.35,6967.04
U0213,22,3934.86,3838.26,3679.87,3817.66,10,451.93,0.62,224.76,715.21,746.24,359.92,1888.74,2836.3
U0060,13,17517.87,16043.25,15700.7,16420.6,8,1869.58,0.592,6588.27,1282.24,4906.11,3252.64,1488.61,13555.94
U0203,16,8179.86,9263.87,9166.27,8870.0,11,693.09,0.807,856.62,611.9,1144.27,530.01,5037.06,6306.3
U0222,20,6225.58,5974.77,5920.57,6040.31,9,717.64,0.449,1112.2,528.42,482.11,1170.27,2932.57,5496.81
U0173,16,10822.97,11041.72,9593.7,10486.13,17,709.49,0.716,3181.28,121.84,2836.65,1048.19,3635.0,8991.92
U0139,16,38853.16,33650.27,31313.14,34605.52,9,3783.49,0.598,10074.8,4877.75,4042.97,10907.29,8950.36,33538.35
U0082,21,15023.69,15619.82,15903.39,15515.63,10,1467.15,0.558,299.94,3610.25,5656.13,1524.93,3932.45,11761.84
U0187,24,15226.04,16249.9,14517.89,15331.28,12,1323.77,0.774,5354.45,441.17,2160.74,3066.44,4203.24,11762.3
U0193,13,10386.86,10820.57,10373.38,10526.94,11,1012.46,0.608,2116.45,1584.13,1693.27,2456.02,2537.0,8913.73
U0022,8,5194.15,4870.63,5178.76,5081.18,10,502.99,0.507,360.56,641.81,703.05,2894.84,593.89,4915.56
U0152,24,11948.23,10240.03,9371.16,10519.81,9,1175.7,0.711,939.92,1090.79,2145.42,5601.89,2170.21,8916.55
U0011,10,9766.59,9888.27,8629.79,9428.22,9,940.74,0.896,1567.64,2769.25,778.4,4071.35,579.94,9361.75
U0238,24,12023.74,11894.09,12976.41,12298.08,9,1221.27,0.202,3750.57,949.83,2826.61,2611.12,1885.61,13174.63
U0118,10,4255.48,3794.71,3459.62,3836.6,19,227.45,0.941,1324.38,794.32,448.03,630.83,1057.92,3315.06
U0064,24,9330.7,9588.53,9981.42,9633.55,10,905.12,0.511,1440.17,1490.02,2030.05,1368.92,3001.53,7779.81
U0206,23,16946.19,16391.87,15099.85,16145.97,6,3068.05,0.652,7199.33,624.46,4311.86,146.96,4663.58,13398.78
U0106,10,19128.39,19430.32,18428.76,18995.82,13,1677.89,0.962,3581.18,3804.96,1482.9,2252.84,8006.51,14433.06
U0194,10,8170.94,8641.59,8602.65,8471.73,7,1231.83,0.444,640.48,1119.12,1823.4,2034.57,2553.37,6684.11
U0071,18,1854.67,1896.13,2128.13,1959.64,12,172.59,0.898,830.01,605.99,137.94,48.28,232.45,1636.51
U0210,19,14735.96,14309.21,16419.8,15154.99,15,899.57,0.809,4567.9,1680.0,629.44,5441.07,2417.54,12825.01
U0029,18,9996.71,10308.32,9440.5,9915.18,16,713.52,0.758,3663.17,2611.22,1116.07,1992.26,613.99,7719.47
U0045,20,5785.27,6014.0,5686.36,5828.54,12,535.87,0.602,63.98,751.09,962.09,1720.75,2287.35,5422.99
U0048,8,27184.8,27901.84,26107.62,27064.75,8,3168.26,0.284,5025.05,6427.86,16.04,7308.51,8407.34,25936.1
U0155,7,8071.29,7129.34,7262.58,7487.74,10,699.12,0.885,1863.95,1583.9,593.82,1038.08,2991.54,5686.35
U0091,13,4899.25,4966.39,4944.88,4936.84,12,353.23,0.9,1870.72,535.61,410.83,1146.23,935.86,3896.27
U0230,24,21588.91,23774.39,21423.3,22262.2,13,1439.79,0.701,2540.83,1119.84,10300.24,3891.21,3736.78,18150.76
U0209,9,20530.64,19457.84,24080.86,21356.45,5,3789.54,0.485,2266.25,10398.0,4260.01,2552.74,1053.64,16755.85
U0054,17,9036.91,8814.92,9002.16,8951.33,8,1205.73,0.782,3372.66,636.37,1483.99,807.94,2735.95,7746.6
U0148,19,10849.12,13514.89,14656.12,13006.71,10,1177.78,0.748,2456.32,1603.66,2443.21,1723.61,2622.32,9528.16
U0236,16,3570.66,3516.59,3448.89,3512.04,15,268.82,0.59,1430.97,246.63,223.43,429.68,1239.95,3192.14
U0081,15,8087.16,8701.52,9111.44,8633.37,14,532.44,0.57,634.53,357.95,1219.04,4948.51,927.13,5988.03
U0099,19,12042.89,11709.41,10773.82,11508.7,8,1565.9,0.563,2133.45,969.94,1593.99,722.86,6622.66,11032.56
U0243,4,44327.47,41556.89,37728.53,41204.3,9,5610.56,0.641,3992.56,17525.64,6093.35,4871.5,11844.42,36268.49
U0049,19,2515.33,2900.11,2500.34,2638.6,12,209.05,0.89,449.71,566.44,445.35,561.66,492.18,2134.86
U0154,14,26669.46,25909.05,27870.53,26816.34,14,1790.97,0.748,5623.28,6773.5,6610.94,2825.73,4836.0,20759.32
U0040,7,17814.08,16998.56,14806.06,16539.57,15,1203.73,0.542,3888.23,2635.65,4307.84,3380.11,3602.25,14495.15
U0160,7,45700.35,40864.45,45552.75,44039.19,14,2852.3,0.701,4624.72,3195.39,5660.13,11617.13,20602.98,36090.51
U0228,7,11818.75,10424.88,10309.51,10851.05,9,1425.28,0.329,2230.66,2086.62,2190.17,2954.82,2356.48,10646.74
U0064,23,6519.39,6337.82,5363.98,6073.73,4,1845.9,0.842,2359.16,676.43,151.08,1297.42,2035.3,5190.55
U0170,17,7822.51,7768.24,7396.59,7662.44,9,856.96,0.302,1468.12,233.93,4856.06,259.2,1005.21,5934.54
U0067,8,12356.81,10465.4,9049.53,10623.91,11,1063.47,0.583,2367.99,2699.04,882.76,3505.56,2901.47,9068.06
U0156,12,19689.26,19857.32,19477.15,19674.58,17,985.6,0.729,4716.52,4785.55,3446.47,2323.46,4417.26,15381.6
U0241,24,32785.86,33313.83,30703.39,32267.69,7,4450.83,0.565,8064.11,4437.17,4157.96,3043.34,13083.29,27155.37
U0075,6,6930.31,6888.97,6875.88,6898.39,15,492.89,0.718,3017.96,345.4,3272.97,70.91,223.08,6185.2
U0011,18,4079.43,3704.63,3495.23,3759.76,14,261.59,0.907,679.58,1273.89,258.19,1360.34,507.43,2708.44
U0139,4,42656.07,41357.38,37551.18,40521.54,13,3679.88,0.669,2718.23,5275.31,8217.25,12618.44,13826.84,32416.75
U0165,10,16673.65,14781.93,14796.37,15417.32,15,1088.18,0.637,2401.7,443.26,3070.35,7633.4,3124.94,13275.99
U0186,15,5778.42,5860.38,6188.05,5942.29,12,413.22,0.524,1667.16,1265.09,522.56,1212.4,1111.22,4409.77
U0135,12,30504.33,28987.24,27929.93,29140.5,13,2485.98,0.64,7608.44,11285.32,1859.06,8112.76,1638.75,30080.83
U0005,4,19158.9,16742.41,18786.29,18229.2,13,1366.29,0.747,4064.76,1087.09,4702.34,4876.75,4427.96,16693.09
U0137,5,21355.37,18892.59,18215.62,19487.86,7,2919.7,0.605,2589.63,3289.99,7760.97,6694.85,1019.93,16598.59
U0163,22,65496.18,62929.95,53278.33,60568.15,13,5085.29,0.574,4867.11,7995.78,39791.31,6601.01,6240.97,55331.7
U0125,8,16828.39,17665.52,15747.22,16747.04,11,1460.6,0.625,4987.95,3454.97,2533.86,2168.31,3683.31,15964.74
U0219,17,8472.75,7640.49,8040.9,8051.38,6,1314.85,0.46,2330.71,789.56,1224.94,610.64,3516.9,7378.29
U0109,16,2701.59,2397.92,2442.94,2514.15,10,287.42,0.665,1078.81,479.34,34.93,142.57,965.94,2095.29
U0017,9,13074.4,11483.95,11260.61,11939.65,11,1349.76,0.459,4072.93,1901.49,2483.1,3197.05,1419.83,13006.32
U0111,18,5794.93,5798.26,4999.27,5530.82,10,655.07,0.628,1156.69,1139.72,2121.59,584.85,792.08,4432.29
U0020,12,16095.82,16780.01,17527.87,16801.23,7,2549.58,0.562,3478.25,2020.81,2361.29,6168.55,2066.92,12978.74
U0061,11,7794.92,8089.32,7097.66,7660.64,11,751.19,0.518,1365.65,787.46,1810.65,3166.52,664.63,7086.68
U0179,13,16441.83,15316.41,13888.39,15215.54,12,1270.79,0.84,767.12,4078.61,678.96,6418.0,4499.15,9812.87
U0202,15,38179.63,34381.35,35341.62,35967.53,16,2721.0,0.298,8836.27,2986.87,2886.93,5818.22,17651.34,33001.96
U0033,16,10004.44,8667.97,9269.44,9313.95,17,530.79,0.703,1344.8,1773.78,3550.48,456.69,2878.7,9618.02
U0019,10,16442.77,17127.79,15666.1,16412.22,12,1269.4,0.452,980.82,2155.95,7073.58,1843.36,4389.06,13254.21
U0037,16,19718.14,16905.97,17631.47,18085.19,12,1858.8,0.797,2169.3,4408.36,7913.89,612.47,4614.13,13467.42
U0109,10,16115.24,14446.74,14038.85,14866.95,11,1409.85,0.417,3845.1,2467.46,5561.25,2562.67,1678.76,11277.25
U0197,20,12654.49,13479.15,13382.34,13172.0,14,998.14,0.842,646.87,926.03,5919.79,2969.56,2192.25,10108.58
U0071,17,1466.23,1423.55,1486.33,1458.7,12,123.91,0.591,70.08,217.23,307.46,258.05,613.4,970.9
U0240,12,13700.48,13818.32,12927.65,13482.15,15,1030.78,0.468,2458.14,1478.24,1199.92,7927.14,637.04,10255.67
U0169,14,18293.49,17218.12,18772.47,18094.69,10,1957.58,0.517,7225.99,5531.44,1006.09,1370.22,3159.75,16951.25
U0102,10,16179.02,15726.94,15283.45,15729.8,12,1441.56,0.581,1835.82,5513.78,544.38,7352.34,932.71,15783.51
U0063,8,21011.95,19683.08,19231.84,19975.63,9,2060.92,0.499,3954.56,3124.48,2560.9,5942.46,5429.55,19334.73
U0066,20,5906.46,6520.47,7171.19,6532.71,10,664.24,0.626,714.21,2887.08,943.95,748.45,612.77,4761.32
U0027,6,2185.33,2070.51,2408.76,2221.53,15,153.88,0.496,666.73,339.05,353.36,162.91,663.29,2332.4
U0204,19,4816.28,5124.16,4946.33,4962.26,12,381.37,0.529,2481.13,891.05,308.82,996.93,138.35,3979.28
U0103,13,5362.3,5384.37,5152.11,5299.59,10,559.03,0.371,855.15,1739.03,760.0,815.8,1192.32,5132.51
U0102,20,21805.47,22811.49,19907.45,21508.14,15,1320.0,0.656,5814.8,1443.89,3635.09,7434.84,3476.85,13994.18
U0162,15,16768.11,15603.76,17218.88,16530.25,8,2167.44,0.704,5318.38,3118.36,5330.93,1736.01,1264.43,12610.06
U0108,23,19781.71,22381.06,22189.14,21450.63,13,1380.46,0.445,6306.39,4069.03,3663.43,1817.01,3925.86,16405.34
U0112,14,7752.77,6755.54,6666.17,7058.16,11,793.97,0.489,2220.2,241.42,1472.31,729.43,3089.41,6004.74
U0073,22,10393.44,9723.66,8530.98,9549.36,10,1018.68,0.872,968.47,3591.49,917.75,2820.09,2095.63,8335.97
U0099,22,10703.05,10496.87,9930.81,10376.91,12,924.04,0.676,1199.25,824.16,778.09,4588.1,3313.46,7947.41
U0112,16,3250.78,2966.81,3101.81,3106.47,9,351.41,0.647,1508.51,362.03,511.66,281.2,587.39,2629.25
U0200,8,6005.52,5878.01,5336.32,5739.95,11,515.05,0.409,2370.94,603.26,1500.86,803.06,727.4,5636.39
U0144,21,5155.61,5273.25,5356.43,5261.76,14,328.29,0.595,725.08,569.08,1722.26,633.56,1505.63,3801.61
U0119,14,5375.88,4965.77,5102.04,5147.9,13,365.68,0.851,1042.57,1261.46,701.56,918.34,1451.95,4667.13
U0146,12,14566.16,14958.47,14643.65,14722.76,5,3260.0,0.832,4117.1,1521.22,1535.27,1717.86,5674.7,11512.74
U0249,19,16257.1,15260.15,15131.03,15549.43,11,1657.71,0.758,6107.47,376.14,1005.62,6937.2,1830.67,14029.82
U0042,16,9620.46,9321.95,9883.05,9608.49,9,1032.77,0.433,1584.08,1681.95,1703.95,1507.83,3142.64,8150.83
U0082,24,7149.77,7327.32,7620.47,7365.85,10,775.36,0.466,925.27,363.36,1223.98,2096.05,2541.11,6794.32
U0057,5,9860.23,8728.06,8126.25,8904.85,14,703.38,0.741,785.2,465.27,272.19,4315.92,4021.65,7485.21
U0019,8,4945.71,4785.12,4272.7,4667.84,7,715.64,0.638,1738.96,1729.73,303.63,575.03,598.35,3926.1
U0120,18,2492.97,2717.64,2743.48,2651.36,14,157.61,0.539,751.74,254.8,651.24,200.48,634.72,2379.23
U0072,13,6586.22,6477.59,6524.18,6529.33,14,465.9,0.77,1720.03,832.08,1559.88,1633.91,840.31,4882.36
U0158,16,4655.35,4662.44,4710.1,4675.96,14,375.12,0.614,527.21,435.01,520.65,1647.34,1525.15,4649.66
U0230,7,25604.9,25316.69,24020.39,24980.66,7,3656.04,0.696,11717.27,2150.72,2678.07,8715.9,342.94,23878.24
U0016,23,23717.72,25875.25,28193.59,25928.85,9,2339.48,0.727,4667.89,3741.94,647.82,6330.83,8329.25,18684.98
U0241,4,13724.1,13459.47,11542.55,12908.7,13,1088.75,0.683,689.27,4815.95,4691.35,941.13,2586.39,9925.07
U0010,15,13338.92,12936.6,12563.59,12946.37,10,1196.34,0.406,1807.36,4135.95,3026.08,2856.51,1513.02,11805.31
U0128,10,23682.06,21749.31,19122.23,21517.87,8,2563.39,0.816,2789.18,3353.3,7763.03,5902.36,3874.19,18502.56
U0052,19,2917.59,2704.38,2667.41,2763.13,13,233.18,0.647,122.48,779.12,123.59,1056.24,836.15,1882.2
U0008,9,22227.81,21285.0,23474.77,22329.19,9,2164.39,0.475,10643.69,1454.62,4086.98,2011.28,4031.24,18251.93
U0007,18,4093.63,4162.2,4053.45,4103.09,8,512.39,0.391,1353.1,655.34,1017.47,628.3,439.43,3604.01
U0107,5,5299.54,5245.77,4976.65,5173.99,12,469.88,0.537,1703.23,1295.38,681.49,210.84,1408.61,4631.37
U0018,9,2822.25,2876.96,2711.31,2803.51,9,357.76,0.534,154.58,279.89,642.39,498.91,1246.49,2771.7
U0010,17,8060.66,7510.85,6932.14,7501.22,12,767.69,0.247,2325.32,411.57,1002.11,2095.25,2226.41,7027.97
U0216,21,4871.7,4966.44,4602.63,4813.59,6,771.27,0.568,689.5,465.26,1118.66,1281.96,1316.32,4188.67
U0144,19,5067.06,4544.49,4462.72,4691.42,6,958.61,0.744,1436.86,406.51,205.69,1237.1,1780.91,3811.04
U0041,19,9600.13,9220.62,10140.62,9653.79,5,1984.58,0.554,1490.1,377.01,3151.11,1829.44,2752.47,7423.63
U0154,12,2363.86,2425.22,2322.06,2370.38,14,179.33,0.601,836.68,855.79,303.55,280.04,87.8,1697.29
U0186,15,9728.15,9949.03,10040.25,9905.81,10,872.55,0.397,1470.56,3462.03,1846.47,2256.96,692.13,7869.34
U0231,11,6026.3,5485.27,5076.52,5529.36,7,923.4,0.509,742.83,577.09,2753.77,1083.29,869.32,4572.69
U0065,15,4725.74,3906.67,4191.92,4274.78,15,310.19,0.751,584.12,1388.24,998.6,229.88,1524.9,3708.32
U0098,20,18258.54,17297.31,16141.42,17232.42,13,1214.06,0.713,2136.98,486.21,2561.96,8445.56,4627.84,16520.91
U0155,21,3395.39,3797.24,4098.22,3763.62,7,482.36,0.848,464.08,166.1,1092.4,1510.83,161.98,2558.97
U0200,19,5043.11,4675.18,4810.52,4842.94,18,299.3,0.49,865.45,974.91,841.93,399.01,1961.8,4155.39
U0169,22,6064.87,5482.62,5286.64,5611.38,13,423.23,0.737,1723.24,519.65,82.23,1025.45,2714.29,5310.21
U0248,15,5590.82,5439.92,5466.2,5498.98,17,282.91,0.594,307.3,661.69,1762.12,1089.51,1770.21,4270.91
U0097,13,8782.23,8782.77,9378.73,8981.24,17,518.38,0.787,1808.54,1023.11,1331.74,1542.85,3075.99,6771.73
U0009,22,24676.61,28082.06,27809.1,26855.92,8,2679.34,0.698,1686.48,5316.55,6756.9,8524.6,2392.09,20740.11
U0197,11,4197.93,4446.72,3714.26,4119.63,12,323.91,0.511,809.16,366.82,772.22,380.96,1868.76,3493.97
U0063,8,5725.36,5569.91,5064.27,5453.18,15,372.43,0.461,1111.25,311.62,626.82,338.64,3337.02,4941.53
U0219,5,19734.05,17188.82,16103.33,17675.4,10,1683.79,0.616,2039.85,3288.45,4452.29,2212.04,7741.42,18782.59
U0133,5,7452.99,7287.29,6741.8,7160.69,10,658.65,0.404,627.94,507.13,1805.88,3082.47,1429.57,7029.17
U0213,16,34440.06,35927.9,35006.91,35124.96,14,2159.24,0.42,4595.32,13485.04,6134.13,6171.54,4054.04,29408.34
U0062,4,2648.19,2586.05,2972.09,2735.44,14,179.74,0.666,611.58,109.36,783.5,49.48,1094.27,2197.58
U0196,11,3581.29,3420.16,3090.09,3363.85,9,435.67,0.635,1462.48,679.11,746.14,201.66,491.9,2876.01
U0050,14,8404.3,8148.6,7778.7,8110.54,11,858.37,0.361,3215.86,1301.38,1896.21,1000.66,990.19,7038.44
U0007,20,10018.49,10204.92,10510.06,10244.49,10,1003.88,0.604,1870.53,1107.97,3829.21,1372.86,1837.92,9824.63
U0047,16,4518.38,5016.13,5056.59,4863.7,11,444.08,0.805,2458.23,284.61,372.2,280.54,1122.79,4397.93
U0212,8,6315.57,6025.66,6164.4,6168.54,4,1342.17,0.469,1223.86,2465.28,299.62,1166.5,1160.31,5194.66
U0245,6,10678.02,11583.78,11897.34,11386.38,13,925.88,0.505,2594.1,3735.71,1802.09,1217.59,1328.53,9181.52
U0155,12,16128.92,16565.71,15138.26,15944.29,13,1215.35,0.605,2413.77,728.64,5070.92,935.53,6980.06,15388.21
U0148,14,9166.2,10084.72,10199.26,9816.72,8,1286.03,0.574,2046.13,2791.11,2628.67,1214.27,486.02,8470.08
U0151,10,9737.32,10684.68,13314.43,11245.47,13,814.41,0.858,2787.69,1121.56,285.62,2714.47,2827.98,8998.91
U0073,14,11095.87,11367.28,11350.59,11271.25,9,1203.46,0.908,1130.46,1658.73,180.73,832.9,7293.04,9214.01
U0025,11,10610.19,11136.3,10063.21,10603.23,13,714.92,0.631,114.3,1159.27,2791.68,1486.38,5058.55,9445.51
U0156,12,11136.04,10950.82,9855.8,10647.55,7,1667.71,0.223,1670.61,838.76,3203.34,3389.77,2033.55,9541.46
U0214,16,7300.48,7655.22,8011.03,7655.58,4,1787.43,0.531,1564.57,1235.69,2107.87,264.54,2127.81,5903.54
U0139,7,2016.7,2130.03,2232.77,2126.5,13,173.15,0.521,1029.19,364.36,201.47,300.68,121.0,2001.44
U0107,19,12140.42,12131.99,10706.41,11659.61,11,1027.57,0.692,4775.52,1611.1,2503.54,1366.48,1883.79,11158.92
U0221,18,7098.43,7370.85,7484.75,7318.01,8,998.32,0.686,751.17,2093.83,487.68,685.78,3079.98,5693.02
U0207,19,2373.19,2397.76,2436.59,2402.52,10,220.5,0.681,188.24,156.11,599.58,1000.6,428.66,2165.28
U0049,21,1246.47,1299.14,1304.07,1283.23,17,100.0,0.339,306.58,24.62,258.53,171.83,484.91,951.64
U0095,8,3499.65,3580.73,3983.82,3688.07,19,211.02,0.449,258.55,85.56,47.9,1876.57,1231.07,2366.5
U0114,17,6024.73,6090.24,6686.97,6267.31,13,505.67,0.322,3018.21,123.52,337.83,699.9,1845.27,5892.12
U0054,14,2533.47,2375.23,2278.28,2395.66,8,359.36,0.864,327.4,599.25,1456.24,17.54,133.04,1947.57
U0022,17,25126.75,22537.0,20445.52,22703.09,10,2608.79,0.816,2746.57,8825.43,5668.17,1249.96,6636.62,20218.22
U0138,10,6585.81,6633.77,7193.07,6804.21,15,479.51,0.762,690.62,1807.24,342.02,3358.87,387.07,7080.1
U0127,10,2597.99,2589.54,2722.99,2636.84,9,296.08,0.386,1436.5,228.44,164.5,412.11,356.44,1869.82
U0163,18,12794.21,13453.13,13572.86,13273.4,9,1497.7,0.774,894.94,2974.16,2971.77,4594.51,1358.84,10557.67
U0073,13,5373.43,5440.33,5712.69,5508.81,16,305.37,0.402,1797.67,1336.07,1341.79,338.73,559.17,4848.34
U0082,8,20044.87,18203.32,19040.43,19096.21,16,1079.28,0.529,2006.2,2305.86,6024.41,7091.31,2617.08,17721.93
U0144,15,14683.76,14103.48,14658.37,14481.87,9,1800.83,0.668,5434.99,2446.07,234.77,3591.11,2976.82,12141.44
U0037,24,8437.25,8336.49,8529.28,8434.34,14,641.3,0.371,329.08,175.41,3919.43,2441.43,1571.9,7358.93
U0039,17,22354.07,25960.11,26389.49,24901.22,9,2270.72,0.521,6081.22,1049.77,6557.79,1345.75,7319.55,20364.77
U0056,17,7208.54,7271.53,7721.55,7400.54,10,775.14,0.666,334.47,660.45,4199.01,1043.19,971.42,7199.07
U0249,19,4637.54,4792.62,4715.36,4715.17,14,311.89,0.818,1499.53,1134.19,628.22,9.87,1365.74,3569.41
U0120,6,23655.55,27095.76,25993.7,25581.67,15,1377.52,0.714,9459.08,5125.2,5123.51,2231.43,1716.34,19485.71
U0089,14,14008.57,14624.2,15364.81,14665.86,15,915.58,0.804,6400.16,1682.88,2083.69,1849.13,1992.72,11957.25
U0147,19,1423.37,1553.24,1891.74,1622.78,8,191.94,0.46,677.99,38.51,59.07,267.34,380.45,1530.72
U0145,19,15525.68,14361.09,15982.22,15289.66,17,1008.13,0.577,1347.21,1363.23,3286.49,4320.8,5207.95,13278.67
U0056,4,15045.93,13810.28,15171.2,14675.81,6,2422.76,0.52,4479.75,326.8,2940.38,1510.64,5788.36,12422.64
U0230,24,53757.95,49284.59,50822.5,51288.35,9,6037.96,0.677,8390.2,5450.42,1053.23,27851.39,11012.71,41166.01
U0202,12,6284.45,5782.14,6436.54,6167.71,11,611.08,0.649,574.75,680.07,652.35,1239.8,3137.48,4894.46
U0109,5,16506.68,16845.21,15605.94,16319.27,15,1058.27,0.819,3025.37,2672.85,920.85,1759.77,8127.84,14249.02
U0037,12,10053.82,10684.45,10695.03,10477.77,17,505.97,0.823,552.1,741.76,4250.29,2583.26,1926.4,8048.56
U0129,7,3962.6,4318.97,4142.18,4141.25,12,311.84,0.881,1473.2,279.71,120.14,414.43,1675.11,3870.69
U0173,6,34271.91,30071.33,26013.47,30118.9,8,4914.34,0.824,11017.53,11508.82,890.39,7818.65,3036.52,28822.27
U0017,24,4147.32,3878.65,4049.84,4025.27,9,487.1,0.946,751.66,393.72,714.29,359.33,1928.33,3217.42
U0212,5,3659.05,3555.8,3678.13,3631.0,12,302.02,0.706,206.25,258.86,1491.31,562.97,1139.67,3547.22
U0249,11,5871.27,6063.36,6158.43,6031.02,8,715.15,0.776,787.71,1171.23,1161.07,688.13,2063.14,6679.43
U0017,15,6881.65,7493.4,7341.11,7238.72,6,1290.09,0.57,3404.21,404.99,184.88,2506.48,381.09,6767.34
U0047,4,15057.03,13827.04,15908.15,14930.74,11,1185.2,0.858,4542.92,432.13,2055.36,5164.94,2861.68,12948.93
U0238,21,9155.26,8841.98,8139.82,8712.35,11,734.52,0.614,1935.29,848.83,1867.44,1006.79,3496.9,6730.79
U0071,23,9898.2,8918.58,8834.27,9217.01,13,824.76,0.387,853.69,1467.73,2978.45,2176.52,2421.81,8917.5
U0163,5,9436.02,9128.12,8755.67,9106.6,10,803.91,0.775,3285.63,1731.53,919.59,1727.43,1771.85,8110.13
U0005,10,16446.29,16047.44,16032.09,16175.27,14,1006.75,0.713,1314.07,3659.87,2138.88,5723.35,3610.13,9999.73
U0080,19,5886.13,5038.25,4620.78,5181.72,17,361.12,0.837,298.7,1266.64,2399.86,1449.54,471.38,4978.83
U0138,9,7716.47,8450.35,8583.05,8249.95,9,898.89,0.359,2508.73,2354.58,534.27,923.98,1394.9,7214.46
U0036,10,8201.28,8290.9,7779.56,8090.58,18,397.42,0.672,995.79,1515.55,21.03,2276.46,3392.45,5892.93
U0154,17,16103.58,15875.68,15775.51,15918.26,13,1357.41,0.661,4231.16,3394.54,991.11,3317.7,4169.07,12922.53
U0026,5,5576.59,5486.08,5495.82,5519.5,11,494.36,0.41,298.74,1922.44,156.93,1377.26,1821.22,5010.69
U0016,10,3230.64,3538.18,3428.18,3399.0,6,606.89,0.518,143.64,752.49,1050.81,800.42,483.28,3050.34
U0108,16,6951.54,6581.13,6708.13,6746.93,10,601.08,0.419,2775.06,669.33,670.16,887.86,1949.13,4998.23
U0036,19,5391.7,5202.05,4834.76,5142.84,5,1015.7,0.811,674.21,796.23,1615.11,799.56,1506.6,4451.8
U0113,11,2526.2,2597.84,3045.17,2723.07,5,546.78,0.891,1041.78,1036.72,66.29,62.83,318.58,2699.85
U0153,16,5859.67,5754.92,5973.46,5862.68,11,531.56,0.513,312.58,1084.51,207.48,296.57,3958.53,4212.37
U0211,17,7496.46,6580.45,7234.24,7103.72,14,566.67,0.79,1570.69,878.21,2102.5,1820.28,1124.78,6048.3
U0250,14,10486.21,10174.85,9620.0,10093.69,10,1020.63,0.451,6468.53,1900.22,990.08,866.11,261.28,9894.45
U0119,15,11295.82,11622.31,13399.11,12105.75,10,1287.27,0.875,2669.71,1447.94,3960.66,736.49,2481.02,9309.85
