user_id,monthly_spend,purchase_count_per_month,average_purchase_amount,online_purchase_ratio,electronics_spend_ratio,fashion_spend_ratio,food_spend_ratio,home_spend_ratio,other_spend_ratio
U0701,10842.95,22,492.86,0.694,0.073,0.186,0.442,0.186,0.113
U0702,41419.99,19,2180.0,0.683,0.161,0.411,0.209,0.098,0.12
U0703,5455.44,32,170.48,0.735,0.184,0.126,0.372,0.112,0.206
U0704,15298.37,19,805.18,0.635,0.169,0.463,0.137,0.098,0.134
U0705,60890.23,6,10148.37,0.857,0.426,0.086,0.202,0.166,0.12
U0706,76402.9,8,9550.36,0.756,0.576,0.081,0.081,0.141,0.12
U0707,33215.38,10,3321.54,0.675,0.085,0.57,0.178,0.057,0.111
U0708,192454.06,8,24056.76,0.799,0.38,0.265,0.09,0.115,0.149
U0709,38839.62,22,1765.44,0.77,0.166,0.37,0.173,0.171,0.12
U0710,13939.65,39,357.43,0.79,0.034,0.144,0.571,0.123,0.127
U0711,104950.91,18,5830.61,0.709,0.376,0.269,0.129,0.144,0.082
U0712,26898.66,21,1280.89,0.915,0.081,0.552,0.212,0.067,0.089
U0713,11615.81,25,464.63,0.707,0.197,0.152,0.444,0.093,0.114
U0714,30009.6,46,652.38,0.453,0.085,0.144,0.622,0.029,0.12
U0715,21349.58,21,1016.65,0.69,0.102,0.472,0.209,0.096,0.12
U0716,11051.44,29,381.08,0.668,0.129,0.19,0.278,0.132,0.271
U0717,8679.19,27,321.45,0.512,0.081,0.161,0.548,0.09,0.12
U0718,16936.76,17,996.28,0.632,0.051,0.147,0.335,0.147,0.32
U0719,26749.01,38,703.92,0.557,0.063,0.113,0.584,0.12,0.12
U0720,60345.82,4,15086.46,0.649,0.467,0.061,0.128,0.059,0.284
U0721,55500.49,9,6166.72,0.567,0.533,0.078,0.211,0.079,0.1
U0722,19720.04,44,448.18,0.641,0.084,0.102,0.598,0.095,0.12
U0723,198700.87,8,24837.61,0.525,0.288,0.175,0.097,0.106,0.333
U0724,62533.61,12,5211.13,0.531,0.372,0.131,0.182,0.195,0.12
U0725,13914.99,13,1070.38,0.493,0.173,0.182,0.291,0.068,0.285
U0726,43572.22,23,1894.44,0.621,0.099,0.551,0.097,0.133,0.12
U0727,118554.91,9,13172.77,0.719,0.251,0.23,0.078,0.104,0.336
U0728,15957.3,21,759.87,0.639,0.059,0.513,0.184,0.124,0.12
U0729,6113.77,21,291.13,0.496,0.058,0.067,0.426,0.066,0.383
U0730,19187.97,4,4796.99,0.684,0.522,0.044,0.088,0.18,0.166
U0731,9453.53,16,590.85,0.43,0.065,0.122,0.411,0.109,0.293
U0732,12678.54,28,452.81,0.562,0.162,0.109,0.332,0.059,0.338
U0733,6661.31,21,317.21,0.552,0.122,0.098,0.31,0.117,0.353
U0734,29682.32,30,989.41,0.738,0.117,0.089,0.454,0.039,0.3
U0735,45314.83,19,2384.99,0.733,0.053,0.531,0.124,0.173,0.12
U0736,138892.63,7,19841.8,0.697,0.21,0.287,0.147,0.189,0.167
U0737,19635.45,13,1510.42,0.859,0.48,0.099,0.122,0.173,0.126
U0738,13471.98,12,1122.66,0.687,0.112,0.426,0.112,0.099,0.251
U0739,13880.65,14,991.48,0.403,0.065,0.189,0.446,0.075,0.225
U0740,71351.56,7,10193.08,0.881,0.477,0.078,0.184,0.142,0.12
U0741,137759.35,16,8609.96,0.533,0.377,0.175,0.114,0.214,0.12
U0742,8484.15,14,606.01,0.473,0.158,0.1,0.3,0.197,0.244
U0743,11919.94,18,662.22,0.482,0.144,0.117,0.27,0.184,0.284
U0744,31810.4,14,2272.17,0.931,0.144,0.568,0.105,0.063,0.12
U0745,16333.85,13,1256.45,0.78,0.074,0.362,0.209,0.089,0.266
U0746,76179.66,7,10882.81,0.591,0.495,0.049,0.091,0.194,0.171
U0747,16017.01,31,516.68,0.697,0.073,0.168,0.396,0.189,0.175
U0748,31449.17,11,2859.02,0.864,0.495,0.074,0.171,0.14,0.12
U0749,22995.52,53,433.88,0.452,0.051,0.163,0.574,0.093,0.12
U0750,15983.57,13,1229.51,0.714,0.168,0.06,0.319,0.199,0.254
U0751,116267.71,7,16609.67,0.823,0.314,0.276,0.078,0.212,0.12
U0752,186745.99,5,37349.2,0.75,0.257,0.242,0.17,0.211,0.12
U0753,15843.15,11,1440.29,0.763,0.161,0.45,0.138,0.131,0.12
U0754,13059.15,32,408.1,0.71,0.183,0.144,0.355,0.17,0.147
U0755,8295.05,15,553.0,0.386,0.098,0.195,0.347,0.121,0.238
U0756,156968.89,14,11212.06,0.669,0.396,0.236,0.079,0.107,0.183
U0757,41762.92,10,4176.29,0.623,0.15,0.438,0.198,0.093,0.12
U0758,120836.82,7,17262.4,0.755,0.286,0.214,0.14,0.24,0.12
U0759,5929.48,25,237.18,0.388,0.196,0.069,0.356,0.171,0.207
U0760,33925.89,10,3392.59,0.745,0.457,0.123,0.17,0.13,0.12
U0761,30160.39,17,1774.14,0.712,0.115,0.363,0.116,0.174,0.232
U0762,215104.66,19,11321.3,0.498,0.392,0.231,0.121,0.137,0.12
U0763,69136.94,14,4938.35,0.863,0.388,0.105,0.107,0.24,0.159
U0764,50634.14,14,3616.72,0.625,0.557,0.121,0.1,0.103,0.12
U0765,127262.43,18,7070.13,0.803,0.332,0.251,0.124,0.174,0.12
U0766,44938.12,8,5617.26,0.707,0.067,0.525,0.195,0.08,0.132
U0767,19932.19,16,1245.76,0.604,0.14,0.471,0.134,0.135,0.12
U0768,48721.25,13,3747.79,0.734,0.492,0.087,0.166,0.136,0.12
U0769,13898.93,15,926.6,0.716,0.183,0.396,0.133,0.174,0.114
U0770,97541.3,14,6967.24,0.595,0.362,0.13,0.151,0.237,0.12
U0771,33140.83,19,1744.25,0.624,0.103,0.449,0.221,0.093,0.134
U0772,82591.31,11,7508.3,0.554,0.434,0.133,0.197,0.111,0.125
U0773,17899.15,22,813.6,0.618,0.148,0.083,0.348,0.082,0.339
U0774,30378.58,24,1265.77,0.689,0.173,0.415,0.16,0.132,0.12
U0775,13164.11,53,248.38,0.726,0.13,0.082,0.576,0.117,0.095
U0776,10992.95,13,845.61,0.418,0.142,0.065,0.309,0.14,0.345
U0777,5139.11,24,214.13,0.454,0.082,0.135,0.419,0.07,0.294
U0778,14757.55,31,476.05,0.426,0.188,0.051,0.289,0.082,0.389
U0779,15610.78,38,410.81,0.531,0.044,0.198,0.525,0.131,0.102
U0780,32165.22,36,893.48,0.74,0.059,0.172,0.599,0.05,0.12
U0781,183713.0,19,9669.11,0.815,0.428,0.179,0.074,0.177,0.142
U0782,187724.87,9,20858.32,0.697,0.324,0.133,0.186,0.183,0.173
U0783,7353.92,13,565.69,0.447,0.05,0.116,0.428,0.054,0.352
U0784,17392.36,13,1337.87,0.575,0.051,0.097,0.282,0.089,0.482
U0785,9504.32,29,327.74,0.461,0.054,0.054,0.55,0.117,0.225
U0786,214738.21,17,12631.66,0.698,0.407,0.106,0.102,0.265,0.12
U0787,27947.4,35,798.5,0.514,0.144,0.083,0.582,0.073,0.118
U0788,133306.6,18,7405.92,0.751,0.27,0.22,0.104,0.15,0.255
U0789,13730.04,13,1056.16,0.698,0.063,0.118,0.389,0.134,0.295
U0790,14169.0,20,708.45,0.734,0.151,0.198,0.349,0.169,0.133
U0791,215182.67,18,11954.59,0.819,0.379,0.199,0.182,0.119,0.12
U0792,34810.13,40,870.25,0.663,0.058,0.086,0.64,0.09,0.126
U0793,14980.39,31,483.24,0.745,0.122,0.151,0.494,0.122,0.111
U0794,17740.69,51,347.86,0.452,0.123,0.089,0.611,0.056,0.12
U0795,48658.79,14,3475.63,0.618,0.102,0.445,0.207,0.136,0.11
U0796,12546.84,22,570.31,0.546,0.153,0.175,0.283,0.135,0.255
U0797,27219.13,15,1814.61,0.772,0.422,0.038,0.232,0.189,0.12
U0798,25199.63,49,514.28,0.677,0.111,0.154,0.527,0.088,0.12
U0799,68623.01,17,4036.65,0.822,0.278,0.184,0.109,0.272,0.156
U0800,24185.37,21,1151.68,0.675,0.069,0.532,0.2,0.08,0.12
U0801,15207.53,7,2172.5,0.691,0.563,0.064,0.157,0.096,0.12
U0802,32431.46,9,3603.5,0.7,0.497,0.116,0.195,0.073,0.12
U0803,46145.41,15,3076.36,0.61,0.409,0.048,0.171,0.172,0.2
U0804,111798.69,11,10163.52,0.609,0.389,0.174,0.12,0.197,0.12
U0805,31265.04,20,1563.25,0.638,0.138,0.474,0.162,0.105,0.12
U0806,25595.34,22,1163.42,0.865,0.12,0.416,0.21,0.135,0.12
U0807,193794.29,14,13842.45,0.64,0.282,0.258,0.151,0.105,0.204
U0808,15771.48,13,1213.19,0.834,0.135,0.383,0.179,0.118,0.184
U0809,73233.26,11,6657.57,0.808,0.586,0.07,0.155,0.07,0.12
U0810,16004.54,31,516.28,0.417,0.171,0.168,0.395,0.068,0.198
U0811,17825.62,26,685.6,0.583,0.183,0.102,0.366,0.137,0.212
U0812,13082.26,26,503.16,0.66,0.091,0.102,0.563,0.124,0.12
U0813,31330.79,45,696.24,0.768,0.048,0.077,0.663,0.127,0.085
U0814,26206.37,47,557.58,0.699,0.046,0.058,0.526,0.041,0.328
U0815,12010.56,36,333.63,0.607,0.13,0.15,0.482,0.113,0.125
U0816,63529.44,7,9075.63,0.576,0.45,0.116,0.136,0.178,0.12
U0817,30706.82,11,2791.53,0.666,0.145,0.351,0.115,0.165,0.225
U0818,33060.86,13,2543.14,0.869,0.073,0.481,0.202,0.123,0.12
U0819,14859.07,34,437.03,0.613,0.073,0.128,0.369,0.176,0.254
U0820,75483.53,13,5806.43,0.694,0.557,0.042,0.19,0.091,0.12
U0821,26550.75,9,2950.08,0.768,0.452,0.062,0.143,0.058,0.284
U0822,14336.63,15,955.78,0.841,0.114,0.43,0.139,0.125,0.191
U0823,17040.91,16,1065.06,0.401,0.198,0.197,0.423,0.064,0.118
U0824,15783.09,30,526.1,0.402,0.089,0.153,0.411,0.177,0.169
U0825,22683.42,24,945.14,0.621,0.043,0.113,0.623,0.101,0.12
U0826,66341.2,5,13268.24,0.577,0.509,0.036,0.208,0.126,0.12
U0827,34737.61,54,643.29,0.722,0.106,0.177,0.53,0.034,0.153
U0828,39311.62,11,3573.78,0.673,0.053,0.525,0.204,0.099,0.12
U0829,45403.72,24,1891.82,0.774,0.051,0.605,0.173,0.051,0.12
U0830,67600.14,6,11266.69,0.837,0.566,0.124,0.114,0.076,0.12
U0831,12348.83,28,441.03,0.471,0.064,0.109,0.483,0.128,0.216
U0832,61427.86,13,4725.22,0.866,0.416,0.125,0.132,0.077,0.25
U0833,38180.58,12,3181.72,0.867,0.097,0.456,0.128,0.174,0.145
U0834,5499.31,33,166.65,0.436,0.179,0.091,0.434,0.105,0.192
U0835,8246.98,41,201.15,0.469,0.086,0.067,0.646,0.05,0.152
U0836,196868.4,13,15143.72,0.885,0.221,0.184,0.15,0.101,0.345
U0837,29561.31,21,1407.68,0.618,0.101,0.47,0.207,0.094,0.127
U0838,33470.08,5,6694.02,0.768,0.58,0.055,0.184,0.062,0.12
U0839,169719.98,14,12122.86,0.783,0.368,0.255,0.053,0.153,0.171
U0840,9677.36,24,403.22,0.542,0.087,0.121,0.354,0.16,0.278
U0841,85949.41,14,6139.24,0.674,0.425,0.094,0.214,0.147,0.12
U0842,85037.45,18,4724.3,0.822,0.237,0.217,0.16,0.115,0.27
U0843,82023.14,9,9113.68,0.579,0.575,0.118,0.109,0.078,0.12
U0844,47246.83,12,3937.24,0.673,0.423,0.084,0.147,0.149,0.197
U0845,47905.87,11,4355.08,0.72,0.555,0.126,0.099,0.1,0.12
U0846,43898.43,12,3658.2,0.687,0.137,0.431,0.165,0.147,0.12
U0847,11056.63,8,1382.08,0.627,0.08,0.465,0.171,0.056,0.229
U0848,16355.92,21,778.85,0.693,0.123,0.053,0.27,0.144,0.41
U0849,17756.67,34,522.25,0.569,0.194,0.169,0.266,0.156,0.215
U0850,5499.61,34,161.75,0.523,0.149,0.196,0.299,0.169,0.187
U0851,12265.24,16,766.58,0.607,0.194,0.163,0.354,0.2,0.089
U0852,57476.95,10,5747.69,0.884,0.22,0.134,0.08,0.185,0.381
U0853,4849.8,26,186.53,0.392,0.051,0.098,0.297,0.104,0.45
U0854,17462.33,49,356.37,0.451,0.138,0.129,0.53,0.103,0.1
U0855,7932.65,24,330.53,0.358,0.065,0.077,0.344,0.095,0.42
U0856,26726.8,23,1162.03,0.923,0.187,0.363,0.154,0.187,0.109
U0857,28482.9,6,4747.15,0.741,0.456,0.041,0.211,0.144,0.148
U0858,14531.41,31,468.76,0.415,0.081,0.179,0.433,0.163,0.143
U0859,150318.11,14,10737.01,0.474,0.274,0.155,0.133,0.149,0.289
U0860,72512.94,7,10358.99,0.9,0.338,0.218,0.092,0.221,0.132
U0861,34295.31,38,902.51,0.581,0.074,0.101,0.57,0.134,0.12
U0862,129701.32,9,14411.26,0.814,0.291,0.236,0.176,0.177,0.12
U0863,26109.86,24,1087.91,0.928,0.064,0.417,0.143,0.073,0.303
U0864,45501.02,4,11375.26,0.732,0.412,0.056,0.217,0.172,0.143
U0865,8620.09,14,615.72,0.679,0.194,0.094,0.406,0.103,0.204
U0866,15197.54,4,3799.39,0.859,0.595,0.038,0.173,0.074,0.12
U0867,13114.34,32,409.82,0.51,0.095,0.146,0.416,0.074,0.271
U0868,17745.75,27,657.25,0.645,0.078,0.068,0.312,0.122,0.419
U0869,9267.34,36,257.43,0.608,0.14,0.099,0.465,0.135,0.162
U0870,12039.68,23,523.46,0.586,0.089,0.054,0.608,0.039,0.21
U0871,16824.71,42,400.59,0.512,0.128,0.127,0.511,0.117,0.119
U0872,56635.46,5,11327.09,0.601,0.491,0.083,0.124,0.187,0.114
U0873,15885.2,5,3177.04,0.82,0.512,0.089,0.124,0.155,0.12
U0874,105920.88,6,17653.48,0.506,0.225,0.136,0.125,0.103,0.411
U0875,5639.84,21,268.56,0.712,0.057,0.115,0.401,0.172,0.256
U0876,18091.14,15,1206.08,0.683,0.162,0.443,0.201,0.074,0.12
U0877,34848.36,9,3872.04,0.899,0.047,0.529,0.202,0.101,0.12
U0878,10069.99,46,218.91,0.496,0.043,0.09,0.63,0.117,0.12
U0879,24772.22,13,1905.56,0.937,0.114,0.42,0.194,0.151,0.12
U0880,104294.89,16,6518.43,0.833,0.225,0.273,0.136,0.231,0.135
U0881,151119.22,10,15111.92,0.83,0.419,0.163,0.086,0.239,0.092
U0882,131580.87,16,8223.8,0.659,0.243,0.108,0.193,0.245,0.212
U0883,21447.72,29,739.58,0.604,0.138,0.166,0.548,0.056,0.092
U0884,12661.17,18,703.4,0.706,0.047,0.504,0.208,0.121,0.12
U0885,154886.46,11,14080.59,0.608,0.277,0.102,0.189,0.163,0.269
U0886,52670.63,6,8778.44,0.691,0.591,0.047,0.076,0.167,0.12
U0887,7413.79,21,353.04,0.5,0.146,0.139,0.391,0.053,0.27
U0888,77714.57,7,11102.08,0.818,0.462,0.065,0.232,0.149,0.092
U0889,102827.98,18,5712.67,0.647,0.461,0.106,0.103,0.186,0.144
U0890,176522.43,10,17652.24,0.718,0.218,0.138,0.103,0.278,0.264
U0891,17414.69,20,870.73,0.692,0.093,0.065,0.698,0.045,0.099
U0892,25403.14,22,1154.69,0.692,0.165,0.376,0.218,0.121,0.12
U0893,68590.24,7,9798.61,0.678,0.545,0.115,0.142,0.078,0.12
U0894,32726.31,36,909.06,0.435,0.078,0.12,0.625,0.056,0.12
U0895,11041.17,17,649.48,0.501,0.072,0.105,0.265,0.094,0.464
U0896,21275.95,6,3545.99,0.713,0.406,0.042,0.129,0.1,0.323
U0897,68063.8,10,6806.38,0.742,0.634,0.035,0.094,0.064,0.173
U0898,15794.65,43,367.32,0.658,0.116,0.092,0.645,0.044,0.103
U0899,15748.44,12,1312.37,0.8,0.484,0.05,0.196,0.15,0.12
U0900,11217.57,32,350.55,0.374,0.113,0.175,0.446,0.154,0.112
U0901,29794.92,10,2979.49,0.605,0.57,0.068,0.093,0.126,0.143
U0902,26068.86,36,724.14,0.676,0.063,0.053,0.654,0.111,0.12
U0903,12132.13,24,505.51,0.759,0.094,0.388,0.16,0.096,0.261
U0904,48404.73,20,2420.24,0.825,0.155,0.481,0.127,0.117,0.12
U0905,87455.01,12,7287.92,0.674,0.342,0.236,0.057,0.245,0.12
U0906,32555.43,9,3617.27,0.821,0.603,0.078,0.103,0.093,0.122
U0907,8859.08,28,316.4,0.71,0.102,0.06,0.417,0.187,0.234
U0908,43501.33,10,4350.13,0.752,0.062,0.547,0.172,0.099,0.12
U0909,11030.89,21,525.28,0.689,0.126,0.084,0.451,0.091,0.247
U0910,28669.87,38,754.47,0.479,0.082,0.073,0.597,0.128,0.12
U0911,9510.43,24,396.27,0.42,0.109,0.134,0.325,0.143,0.289
U0912,162611.98,8,20326.5,0.695,0.331,0.196,0.161,0.107,0.205
U0913,48197.32,15,3213.15,0.756,0.554,0.034,0.166,0.126,0.12
U0914,15967.95,27,591.41,0.722,0.09,0.068,0.357,0.057,0.429
U0915,26213.92,53,494.6,0.582,0.109,0.122,0.521,0.136,0.112
U0916,14703.49,34,432.46,0.53,0.065,0.104,0.281,0.188,0.362
U0917,13599.02,26,523.04,0.627,0.095,0.169,0.271,0.144,0.321
U0918,42303.79,21,2014.47,0.925,0.168,0.435,0.152,0.125,0.12
U0919,57475.41,12,4789.62,0.645,0.461,0.039,0.104,0.196,0.201
U0920,56623.52,11,5147.59,0.59,0.509,0.06,0.225,0.117,0.089
U0921,141000.94,6,23500.16,0.543,0.344,0.197,0.134,0.206,0.12
U0922,5084.98,23,221.09,0.514,0.068,0.161,0.289,0.138,0.344
U0923,70615.71,14,5043.98,0.744,0.563,0.116,0.126,0.075,0.12
U0924,53180.2,4,13295.05,0.69,0.507,0.06,0.138,0.175,0.12
U0925,13801.18,22,627.33,0.486,0.068,0.063,0.676,0.032,0.161
U0926,74088.07,14,5292.0,0.812,0.635,0.045,0.084,0.075,0.161
U0927,9376.95,17,551.59,0.455,0.122,0.192,0.414,0.054,0.218
U0928,183103.75,6,30517.29,0.707,0.419,0.201,0.105,0.156,0.12
U0929,37882.52,13,2914.04,0.839,0.58,0.057,0.193,0.05,0.12
U0930,6890.39,32,215.32,0.458,0.173,0.144,0.317,0.098,0.27
U0931,37347.75,9,4149.75,0.698,0.103,0.486,0.129,0.074,0.208
U0932,218293.21,8,27286.65,0.686,0.407,0.222,0.058,0.193,0.12
U0933,6574.87,15,438.32,0.746,0.145,0.161,0.414,0.17,0.11
U0934,218876.69,18,12159.82,0.858,0.228,0.232,0.155,0.154,0.231
U0935,218798.23,12,18233.19,0.597,0.463,0.246,0.074,0.097,0.12
U0936,26066.22,40,651.66,0.433,0.12,0.118,0.533,0.109,0.12
U0937,8718.89,31,281.25,0.461,0.074,0.061,0.296,0.092,0.478
U0938,28661.01,23,1246.13,0.891,0.052,0.427,0.127,0.119,0.275
U0939,203898.87,17,11994.05,0.699,0.403,0.204,0.155,0.118,0.12
U0940,6698.29,21,318.97,0.464,0.057,0.125,0.341,0.106,0.37
U0941,11060.02,26,425.39,0.753,0.079,0.088,0.654,0.034,0.146
U0942,14851.49,34,436.81,0.365,0.192,0.107,0.358,0.165,0.179
U0943,7414.67,25,296.59,0.418,0.059,0.194,0.258,0.15,0.34
U0944,209125.6,14,14937.54,0.549,0.219,0.246,0.072,0.119,0.345
U0945,17656.14,50,353.12,0.426,0.077,0.195,0.466,0.062,0.2
U0946,65408.02,12,5450.67,0.881,0.456,0.138,0.169,0.075,0.162
U0947,161481.47,10,16148.15,0.515,0.374,0.263,0.141,0.101,0.12
U0948,30239.45,8,3779.93,0.615,0.147,0.389,0.169,0.175,0.12
U0949,49797.18,21,2371.29,0.6,0.104,0.51,0.153,0.113,0.12
U0950,126108.94,16,7881.81,0.691,0.302,0.223,0.145,0.211,0.12
U0951,137832.45,9,15314.72,0.46,0.442,0.175,0.132,0.131,0.12
U0952,5987.38,16,374.21,0.415,0.057,0.077,0.342,0.173,0.35
U0953,76152.18,10,7615.22,0.535,0.287,0.241,0.16,0.192,0.12
U0954,36325.72,11,3302.34,0.68,0.134,0.5,0.168,0.078,0.12
U0955,117986.03,15,7865.74,0.796,0.333,0.227,0.169,0.15,0.12
U0956,23414.61,25,936.58,0.587,0.034,0.079,0.658,0.043,0.186
U0957,24960.03,28,891.43,0.586,0.099,0.161,0.509,0.111,0.12
U0958,75194.35,10,7519.44,0.797,0.464,0.103,0.167,0.147,0.12
U0959,15747.65,28,562.42,0.537,0.144,0.15,0.297,0.103,0.307
U0960,11903.94,33,360.73,0.73,0.12,0.116,0.479,0.084,0.201
U0961,100057.47,15,6670.5,0.6,0.372,0.201,0.083,0.224,0.12
U0962,182417.41,15,12161.16,0.895,0.322,0.249,0.168,0.163,0.099
U0963,7000.2,31,225.81,0.587,0.171,0.102,0.328,0.191,0.208
U0964,12707.37,13,977.49,0.695,0.099,0.099,0.406,0.114,0.282
U0965,32908.91,8,4113.61,0.666,0.071,0.353,0.142,0.076,0.358
U0966,34346.28,4,8586.57,0.67,0.556,0.143,0.139,0.055,0.107
U0967,17783.84,54,329.33,0.452,0.057,0.144,0.61,0.068,0.12
U0968,182813.81,12,15234.48,0.758,0.379,0.145,0.16,0.169,0.147
U0969,132559.17,5,26511.83,0.583,0.359,0.194,0.102,0.194,0.152
U0970,70869.46,11,6442.68,0.777,0.405,0.118,0.119,0.17,0.188
U0971,15659.4,27,579.98,0.513,0.102,0.115,0.355,0.087,0.34
U0972,208378.19,17,12257.54,0.769,0.367,0.249,0.095,0.169,0.12
U0973,31621.42,48,658.78,0.476,0.046,0.197,0.531,0.121,0.105
U0974,126443.42,15,8429.56,0.543,0.347,0.123,0.066,0.271,0.194
U0975,84886.94,10,8488.69,0.67,0.495,0.039,0.201,0.144,0.12
U0976,179326.63,10,17932.66,0.651,0.409,0.246,0.065,0.16,0.12
U0977,81964.8,12,6830.4,0.728,0.355,0.188,0.053,0.26,0.144
U0978,26139.3,46,568.25,0.485,0.094,0.11,0.488,0.033,0.276
U0979,70800.31,6,11800.05,0.848,0.466,0.068,0.147,0.098,0.221
U0980,200321.99,17,11783.65,0.602,0.472,0.184,0.148,0.115,0.081
U0981,21261.56,14,1518.68,0.622,0.068,0.475,0.184,0.097,0.176
U0982,26780.07,22,1217.28,0.919,0.129,0.546,0.118,0.087,0.12
U0983,43572.39,23,1894.45,0.833,0.126,0.355,0.142,0.074,0.303
U0984,4716.45,25,188.66,0.616,0.064,0.114,0.312,0.074,0.437
U0985,4821.4,15,321.43,0.674,0.092,0.171,0.304,0.154,0.278
U0986,71216.62,17,4189.21,0.526,0.345,0.228,0.093,0.214,0.12
U0987,46934.02,14,3352.43,0.595,0.543,0.093,0.085,0.061,0.218
U0988,77945.39,15,5196.36,0.671,0.592,0.056,0.113,0.113,0.125
U0989,9592.91,29,330.79,0.776,0.084,0.081,0.591,0.042,0.202
U0990,44834.8,6,7472.47,0.752,0.45,0.057,0.213,0.16,0.12
U0991,4133.75,16,258.36,0.72,0.125,0.065,0.318,0.057,0.435
U0992,11432.54,27,423.43,0.537,0.138,0.057,0.443,0.104,0.258
U0993,64613.93,6,10768.99,0.643,0.484,0.113,0.172,0.111,0.12
U0994,89522.38,14,6394.46,0.717,0.22,0.273,0.097,0.231,0.179
U0995,84606.0,13,6508.15,0.86,0.421,0.089,0.176,0.153,0.161
U0996,69865.9,14,4990.42,0.516,0.22,0.194,0.14,0.292,0.154
U0997,37945.02,12,3162.08,0.777,0.12,0.501,0.178,0.06,0.14
U0998,80208.04,8,10026.0,0.798,0.399,0.15,0.072,0.259,0.12
U0999,72080.7,5,14416.14,0.89,0.474,0.03,0.224,0.152,0.12
U1000,77576.68,12,6464.72,0.899,0.482,0.104,0.214,0.08,0.12
U1001,25854.16,11,2350.38,0.755,0.559,0.032,0.176,0.113,0.12
U1002,39254.99,4,9813.75,0.749,0.6,0.058,0.109,0.114,0.12
U1003,5878.87,24,244.95,0.643,0.155,0.139,0.366,0.158,0.182
U1004,23420.47,15,1561.36,0.712,0.139,0.461,0.139,0.141,0.12
U1005,9740.94,27,360.78,0.685,0.129,0.077,0.34,0.092,0.364
U1006,24389.63,15,1625.98,0.886,0.105,0.515,0.154,0.105,0.12
U1007,30375.49,11,2761.41,0.685,0.154,0.423,0.114,0.193,0.116
U1008,11502.59,45,255.61,0.57,0.13,0.166,0.493,0.086,0.124
U1009,11101.29,10,1110.13,0.845,0.085,0.593,0.108,0.055,0.159
U1010,17058.94,5,3411.79,0.718,0.475,0.124,0.185,0.096,0.12
U1011,59481.78,4,14870.45,0.874,0.566,0.045,0.193,0.076,0.12
U1012,123142.13,16,7696.38,0.837,0.371,0.209,0.141,0.159,0.12
U1013,13912.1,20,695.61,0.615,0.158,0.121,0.301,0.122,0.297
U1014,17311.17,27,641.15,0.6,0.102,0.096,0.269,0.107,0.426
U1015,20716.4,23,900.71,0.527,0.091,0.12,0.585,0.084,0.12
U1016,35216.46,10,3521.65,0.663,0.171,0.519,0.124,0.066,0.12
U1017,58382.74,19,3072.78,0.767,0.229,0.177,0.092,0.18,0.322
U1018,159968.44,8,19996.06,0.703,0.34,0.268,0.155,0.139,0.098
U1019,88791.33,7,12684.48,0.816,0.418,0.037,0.136,0.08,0.33
U1020,11259.54,26,433.06,0.393,0.075,0.197,0.404,0.054,0.27
U1021,56065.71,4,14016.43,0.724,0.472,0.106,0.214,0.125,0.083
U1022,8149.22,34,239.68,0.524,0.127,0.116,0.381,0.054,0.322
U1023,81374.88,8,10171.86,0.899,0.569,0.087,0.181,0.043,0.12
U1024,17585.4,30,586.18,0.714,0.108,0.168,0.334,0.104,0.286
U1025,86008.19,12,7167.35,0.794,0.487,0.115,0.095,0.1,0.204
U1026,5670.99,28,202.54,0.357,0.174,0.1,0.37,0.162,0.194
U1027,35478.6,21,1689.46,0.884,0.15,0.481,0.182,0.067,0.12
U1028,32337.66,12,2694.81,0.772,0.497,0.133,0.138,0.093,0.138
U1029,51845.31,15,3456.35,0.787,0.43,0.115,0.182,0.153,0.12
U1030,57589.97,4,14397.49,0.81,0.505,0.06,0.147,0.194,0.094
U1031,46737.16,6,7789.53,0.623,0.52,0.031,0.131,0.098,0.22
U1032,27778.74,40,694.47,0.607,0.126,0.06,0.582,0.111,0.12
U1033,21191.03,26,815.04,0.668,0.097,0.096,0.528,0.131,0.147
U1034,38693.77,21,1842.56,0.636,0.065,0.605,0.107,0.093,0.13
U1035,85327.24,8,10665.91,0.786,0.467,0.062,0.167,0.146,0.159
U1036,17446.46,15,1163.1,0.388,0.105,0.087,0.301,0.126,0.382
U1037,38749.98,7,5535.71,0.754,0.447,0.059,0.203,0.171,0.12
U1038,37161.25,20,1858.06,0.868,0.168,0.353,0.202,0.157,0.12
U1039,42487.65,15,2832.51,0.782,0.527,0.072,0.185,0.097,0.119
U1040,17485.7,20,874.29,0.4,0.126,0.161,0.3,0.105,0.308
U1041,28418.65,5,5683.73,0.717,0.643,0.042,0.108,0.074,0.133
U1042,188861.67,9,20984.63,0.739,0.211,0.168,0.072,0.146,0.403
U1043,9355.48,13,719.65,0.643,0.111,0.107,0.431,0.124,0.227
U1044,27973.47,46,608.12,0.603,0.062,0.145,0.579,0.095,0.12
U1045,25391.35,23,1103.97,0.932,0.051,0.352,0.134,0.092,0.371
U1046,11837.55,25,473.5,0.55,0.12,0.108,0.308,0.188,0.276
U1047,28002.01,50,560.04,0.401,0.055,0.145,0.481,0.061,0.259
U1048,25732.17,9,2859.13,0.613,0.079,0.505,0.195,0.101,0.12
U1049,31127.44,42,741.13,0.646,0.086,0.143,0.602,0.049,0.12
U1050,51267.74,13,3943.67,0.88,0.434,0.143,0.177,0.093,0.153
U1051,16170.81,28,577.53,0.55,0.194,0.138,0.382,0.179,0.106
